,Unnamed: 0,index,drugbank_id,name,smiles,selfies,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
39,39,39,DB00147,Pyridoxal,CC1=NC=C(CO)C(C=O)=C1O,[C][C][=N][C][=C][Branch1][Ring1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][#Branch2][O],0.02,0.18,1.17e+01 g/l,7.97,4.11
40,40,40,DB00148,Creatine,CN(CC(O)=O)C(N)=N,[C][N][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][Branch1][C][N][=N],-1.6,-2.9,4.11e+00 g/l,3.5,12.43
41,41,41,DB00149,Leucine,CC(C)C[C@H](N)C(O)=O,[C][C][Branch1][C][C][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O],-1.8,-1.6,6.98e+01 g/l,2.79,9.52
42,42,42,DB00150,Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,[N][C@@H1][Branch1][#C][C][C][=C][N][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O],-1.1,-1.1,1.36e+00 g/l,2.54,9.4
43,43,43,DB00151,Cysteine,N[C@@H](CS)C(O)=O,[N][C@@H1][Branch1][Ring1][C][S][C][Branch1][C][O][=O],-2.6,-2.8,2.31e+01 g/l,2.35,9.05
44,44,44,DB00152,Thiamine,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,[C][C][=C][Branch1][Ring2][C][C][O][S][C][=N+1][Ring1][Branch2][C][C][=C][N][=C][Branch1][C][C][N][=C][Ring1][#Branch1][N],-2.1,-3.1,1.53e-02 g/l,15.5,5.54
45,45,45,DB00153,Ergocalciferol,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,[C][C][Branch1][C][C][C@@H1][Branch1][C][C][\C][=C][\C@@H1][Branch1][C][C][C@@][Branch1][C][H][C][C][C@@][Branch1][C][H][\C][Branch1][#Branch2][C][C][C][C@][Ring1][O][Ring1][#Branch1][C][=C][\C][=C][\C][C@@H1][Branch1][C][O][C][C][C][Ring1][#Branch1][=C],7.59,7.05,4.33e-04 g/l,18.38,-1.3
46,46,46,DB00155,Citrulline,N[C@@H](CCCNC(N)=O)C(O)=O,[N][C@@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=O][C][Branch1][C][O][=O],-3.3,-3.9,2.18e+01 g/l,2.27,9.23
47,47,47,DB00156,Threonine,C[C@@H](O)[C@H](N)C(O)=O,[C][C@@H1][Branch1][C][O][C@H1][Branch1][C][N][C][Branch1][C][O][=O],-3.0,-3.5,4.77e+02 g/l,2.21,9.0
48,48,48,DB00157,NADH,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,[N][C][=Branch1][C][=O][C][=C][N][Branch1][=Branch1][C][=C][C][Ring1][=Branch1][C@@H1][O][C@H1][Branch2][Ring2][P][C][O][P@][Branch1][C][O][=Branch1][C][=O][O][P@][Branch1][C][O][=Branch1][C][=O][O][C][C@H1][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][O][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch2][Ring1][#Branch1][C@@H1][Branch1][C][O][C@H1][Ring2][Ring2][C][O],-1.4,-6.5,2.95e+00 g/l,-7.0,5.0
49,49,49,DB00158,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,[N][C][=N][C][=Branch1][C][=O][C][=N][C][Branch2][Ring1][P][C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][O][=O][C][Branch1][C][O][=O][=C][N][=C][Ring2][Ring1][#Branch2][N][Ring2][Ring1][#C],-0.04,-0.68,7.61e-02 g/l,3.37,2.09
50,50,50,DB00160,Alanine,C[C@H](N)C(O)=O,[C][C@H1][Branch1][C][N][C][Branch1][C][O][=O],-3.0,-2.8,4.47e+02 g/l,2.47,9.48
51,51,51,DB00161,Valine,CC(C)[C@H](N)C(O)=O,[C][C][Branch1][C][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O],-2.3,-2.0,2.14e+02 g/l,2.72,9.6
52,52,52,DB00162,Vitamin A,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,[C][\C][=Branch1][Ring2][=C][/C][O][\C][=C][\C][=C][Branch1][C][/C][\C][=C][\C][=C][Branch1][C][C][C][C][C][C][Ring1][#Branch1][Branch1][C][C][C],6.38,4.69,7.58e-03 g/l,16.44,-2.2
53,53,53,DB00163,Vitamin E,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,[C][C][Branch1][C][C][C][C][C][C@@H1][Branch1][C][C][C][C][C][C@@H1][Branch1][C][C][C][C][C][C@][Branch1][C][C][C][C][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][Branch1][C][C][=C][Branch1][C][C][C][Branch1][C][O][=C][Ring1][#Branch2][C],8.84,10.51,7.04e-06 g/l,10.8,-4.9
54,54,54,DB00165,Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1,[C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][O][=C][Branch1][Ring1][C][O][C][=N][Ring1][O],-0.57,-0.95,1.61e+01 g/l,9.4,5.58
55,55,55,DB00167,Isoleucine,CC[C@H](C)[C@H](N)C(O)=O,[C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O],-1.7,-1.5,1.14e+02 g/l,2.79,9.59
56,56,56,DB00168,Aspartame,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,[C][O][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][Branch1][C][O][=O],-1.2,-2.2,6.52e-01 g/l,3.53,8.53
57,57,57,DB00169,Cholecalciferol,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,[C][C][Branch1][C][C][C][C][C][C@@H1][Branch1][C][C][C@@][Branch1][C][H][C][C][C@@][Branch1][C][H][\C][Branch1][#Branch2][C][C][C][C@][Ring1][O][Ring1][#Branch1][C][=C][\C][=C][\C][C@@H1][Branch1][C][O][C][C][C][Ring1][#Branch1][=C],7.98,7.13,3.80e-04 g/l,18.38,-1.3
58,58,58,DB00170,Menadione,CC1=CC(=O)C2=CC=CC=C2C1=O,[C][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O],1.91,1.89,5.04e-01 g/l,12.94,-7.2
59,59,59,DB00171,ATP,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch2][Ring1][O][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][O],-0.84,-6.0,4.49e+00 g/l,0.9,5.0
60,60,60,DB00172,Proline,OC(=O)[C@@H]1CCCN1,[O][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1],-2.7,-2.6,3.65e+02 g/l,1.94,11.33
61,61,61,DB00173,Adenine,NC1=C2NC=NC2=NC=N1,[N][C][=C][N][C][=N][C][Ring1][Branch1][=N][C][=N][Ring1][=Branch2],-0.38,-0.57,1.15e+01 g/l,10.29,5.32
62,62,62,DB00174,Asparagine,N[C@@H](CC(N)=O)C(O)=O,[N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][Branch1][C][O][=O],-3.4,-4.3,1.68e+02 g/l,2.0,8.43
63,63,63,DB00175,Pravastatin,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC,[H][C@][C@H1][Branch2][Ring2][Ring2][C][C@H1][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C@H1][Branch1][C][C][C@@H1][Ring1][N][C][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][O][C][C][Branch1][C][O][=O][O][C][=Branch1][C][=O][C@@H1][Branch1][C][C][C][C],2.23,1.65,2.42e-01 g/l,4.21,-2.7
64,64,64,DB00177,Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,[C][C][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][N][=N][Ring1][Branch1][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=O],3.68,5.27,2.34e-02 g/l,4.37,-0.11
65,65,65,DB00178,Ramipril,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,[H][C@@][C][C][C][C@][Ring1][Branch1][Branch1][C][H][N][Branch1][N][C@@H1][Branch1][Ring2][C][Ring1][=Branch2][C][Branch1][C][O][=O][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C@@H1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C],0.92,1.47,3.90e-02 g/l,3.75,5.2
66,66,66,DB00179,Masoprocol,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1,[C][C@@H1][Branch1][S][C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C@H1][Branch1][C][C][C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],3.44,4.76,1.36e-02 g/l,9.21,-6.3
67,67,67,DB00180,Flunisolide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,[H][C@@][C][C@@][Branch1][C][H][C@][Branch1][C][H][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][=C][Branch1][C][H][C@@H1][Branch1][C][O][C][C@][Ring2][Ring1][Branch1][Branch1][C][C][C@@][Ring2][Ring1][=Branch2][Branch1][=N][O][C][Branch1][C][C][Branch1][C][C][O][Ring2][Ring1][=C][C][=Branch1][C][=O][C][O],2.2,1.56,3.74e-02 g/l,13.73,-2.9
68,68,68,DB00181,Baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,[N][C][C][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-0.82,-0.78,7.12e-01 g/l,3.89,9.79
69,69,69,DB00186,Lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,[O][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][Branch1][=Branch1][N][C][Ring1][=C][=O][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch2],2.98,3.53,1.76e-02 g/l,10.61,-2.2
70,70,70,DB00187,Esmolol,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,[C][O][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C],2.02,1.82,1.44e-01 g/l,14.09,9.67
71,71,71,DB00188,Bortezomib,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,[C][C][Branch1][C][C][C][C@H1][Branch2][Ring1][#C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1][B][Branch1][C][O][O],0.89,1.53,5.32e-02 g/l,13.04,-0.7
72,72,72,DB00189,Ethchlorvynol,CCC(O)(\C=C\Cl)C#C,[C][C][C][Branch1][C][O][Branch1][Ring2][\C][=C][\Cl][C][#C],1.45,1.62,1.43e-01 g/l,12.88,-3.7
73,73,73,DB00190,Carbidopa,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,[C][C@@][Branch1][S][C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][Branch1][Ring1][N][N][C][Branch1][C][O][=O],-0.16,-1.2,3.73e+00 g/l,2.35,5.66
74,74,74,DB00192,Indecainide,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12,[C][C][Branch1][C][C][N][C][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1],3.24,3.26,8.96e-04 g/l,16.51,10.4
75,75,75,DB00193,Tramadol,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@@][Branch1][C][O][C][C][C][C][C@@H1][Ring1][#Branch1][C][N][Branch1][C][C][C],2.71,2.45,7.50e-01 g/l,13.8,9.23
76,76,76,DB00194,Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][Branch2][O],-1.2,-2.1,1.40e+01 g/l,12.45,4.99
77,77,77,DB00195,Betaxolol,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch1][#Branch2][C][C][O][C][C][C][C][Ring1][Ring1][C][=C][Ring1][=N],3.0,2.54,2.98e-02 g/l,14.09,9.67
78,78,78,DB00196,Fluconazole,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,[O][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][Branch1][C][F][C][=C][Branch1][C][F][C][=C][Ring1][Branch2],0.58,0.56,1.39e+00 g/l,12.71,2.56
79,79,79,DB00197,Troglitazone,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,[C][C][=C][Branch1][C][C][C][=C][Branch2][Ring2][=Branch1][C][C][C][Branch1][C][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][=C][Branch1][=N][C][C][S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][Ring1][=C][O][Ring2][Ring1][#Branch1][C][Branch1][C][C][=C][Ring2][Ring1][=N][O],4.16,5.5,1.21e-03 g/l,6.61,-4.6
80,80,80,DB00198,Oseltamivir,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,[C][C][O][C][=Branch1][C][=O][C][=C][C@@H1][Branch1][=Branch2][O][C][Branch1][Ring1][C][C][C][C][C@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C@@H1][Branch1][C][N][C][Ring1][P],1.3,1.16,6.86e-01 g/l,14.03,9.31
81,81,81,DB00199,Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1][O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@@H1][Branch1][Branch1][C@H1][Ring1][#Branch1][O][N][Branch1][C][C][C][C@][Branch1][C][C][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Ring2][#C][Branch1][C][C][O],2.37,2.6,4.59e-01 g/l,12.44,8.38
82,82,82,DB00203,Sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,[C][C][C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][N][=C][Branch1][=Branch1][N][C][Ring1][=Branch1][=O][C][=C][C][=Branch1][=Branch2][=C][C][=C][Ring1][=Branch1][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],1.8,1.87,4.60e-01 g/l,11.14,5.99
83,83,83,DB00204,Dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,[C][N][Branch2][Ring1][#Branch1][C][C][O][C][=C][C][=C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][O][C][C][C][=C][C][=C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][O],2.17,0.24,1.98e-02 g/l,10.15,8.99
84,84,84,DB00205,Pyrimethamine,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,[C][C][C][=C][Branch1][=N][C][Branch1][C][N][=N][C][Branch1][C][N][=N][Ring1][Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],2.62,2.75,1.79e-01 g/l,17.22,7.77
85,85,85,DB00206,Reserpine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,[H][C@][C][C@@H1][Branch2][Ring1][#Branch2][O][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C@H1][Branch1][Ring1][O][C][C@@H1][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C@@][Ring2][Ring1][O][Branch1][C][H][C][C@@][Branch1][C][H][N][Branch2][Ring1][=Branch1][C][C][C][=C][Ring1][#Branch1][N][C][=C][Ring1][Branch1][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][Ring2][Ring2][=C],4.05,3.53,1.13e-02 g/l,16.29,7.39
86,86,86,DB00207,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1][O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@@H1][Branch1][Branch1][C@H1][Ring1][#Branch1][O][N][Branch1][C][C][C][C@][Branch1][C][C][Branch1][C][O][C][C@@H1][Branch1][C][C][C][N][Branch1][C][C][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Ring2][S][Branch1][C][C][O],3.03,2.44,5.14e-01 g/l,12.43,9.57
87,87,87,DB00209,Trospium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,[H][C@][C][C][C@][Branch1][C][H][Branch2][Ring2][Ring1][C][C@@H1][Branch1][Ring2][C][Ring1][Branch2][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][Ring2][Ring1][#Branch2][C][C][C][C][Ring1][Branch1],2.86,-0.5,6.68e-05 g/l,11.05,-4.5
88,88,88,DB00210,Adapalene,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,[C][O][C][=C][Branch2][Ring1][S][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][Branch2][C][Branch1][C][O][=O][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],6.06,6.46,4.01e-06 g/l,3.99,-4.8
89,89,89,DB00211,Midodrine,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,[C][O][C][=C][C][Branch1][=N][C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][N][=C][Branch1][Ring1][O][C][C][=C][Ring1][S],-0.49,-0.95,4.45e+00 g/l,13.77,8.14
90,90,90,DB00212,Remikiren,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,[C][C][Branch1][C][C][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][=C][N][=C][N][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][C][C][Ring1][Ring1],2.42,2.37,2.13e-02 g/l,12.32,6.74
91,91,91,DB00213,Pantoprazole,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,[C][O][C][=C][Branch1][Ring1][O][C][C][Branch2][Ring1][=N][C][S][=Branch1][C][=O][C][=N][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][Branch1][#Branch1][O][C][Branch1][C][F][F][C][=C][Ring1][O][=N][C][=C][Ring2][Ring1][Branch2],2.11,2.18,4.95e-01 g/l,9.15,3.55
92,92,92,DB00214,Torasemide,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,[C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C][=C][N][=C][Ring1][=C],1.76,1.86,5.96e-02 g/l,5.92,4.2
93,93,93,DB00216,Eletriptan,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,[C][N][C][C][C][C@@H1][Ring1][Branch1][C][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch2][Ring1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][P],3.84,3.77,1.18e-03 g/l,16.56,8.37
94,94,94,DB00218,Moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,[H][C@][C][N][Branch1][=C][C][C@@][Ring1][Branch1][Branch1][C][H][N][C][C][C][Ring1][#Branch2][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=Branch2][Ring1][C][=C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Ring1][#Branch2][=C][Ring1][#C][O][C][C][Branch1][C][O][=O],0.01,-0.5,1.68e-01 g/l,5.69,9.42
95,95,95,DB00219,Oxyphenonium,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,[C][C][N+1][Branch1][C][C][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.2,-0.2,1.36e-04 g/l,11.53,-4.3
96,96,96,DB00220,Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,[H][C@@][C][C][C][C][C@][Ring1][=Branch1][Branch1][C][H][C][N][Branch2][Ring2][=Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][O][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][C][C][C][Branch1][C][O][=C][C][=C][Ring1][Branch2][C@@H1][Branch1][Branch1][C][Ring2][Ring2][C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C],4.61,4.72,1.91e-03 g/l,9.32,8.18
97,97,97,DB00221,Isoetharine,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,[C][C][C][Branch1][#Branch1][N][C][Branch1][C][C][C][C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],0.63,1.05,3.18e+00 g/l,10.01,9.01
98,98,98,DB00222,Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,[C][C][C][=C][Branch1][C][C][C][N][Branch2][Ring2][#Branch2][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@H1][C][C][C@H1][Branch1][C][C][C][C][Ring1][#Branch1][C][Ring2][Ring1][#C][=O],2.82,3.12,3.84e-02 g/l,4.32,-3.7
